uid,latitude,longitude,date,split,season,region,severity,density
lgra,35.70525681,-79.16495546,15/09/2016,train,9,4,1,254
lgrm,37.9718,-121.374,11/08/2021,train,8,3,4,4740000
lgsd,37.2953,-120.85,14/05/2019,train,5,3,4,4657500
lgtd,35.86129408,-78.76807281,17/10/2013,train,10,4,2,30861
lgwl,35.6798664,-79.21211539,21/08/2017,train,8,4,1,1452
lgxm,39.1853,-121.704,18/03/2014,train,3,3,4,5967500
lgxs,39.077955,-96.88081,21/10/2019,train,10,1,3,236145
lhad,36.16,-79.09861517,21/07/2020,train,7,4,1,8978
lhai,35.88092189,-78.92516391,07/12/2015,train,12,4,1,9258
lhaq,36.172,-79.05115863,11/07/2013,train,7,4,3,695157
lhbi,35.91346928,-79.18565674,23/06/2014,train,6,4,1,4518
lhbt,35.98,-78.82176218,01/06/2020,train,6,4,3,452385
lhdg,35.66442988,-79.24078705,13/06/2018,train,6,4,3,185328
lhdp,35.68836,-78.70294961,05/10/2016,train,10,4,1,9440
lhef,37.14307,-95.28904,30/08/2021,train,8,1,3,566483
lhel,37.5944,-122.505,08/01/2018,train,1,3,4,4560000
lhfv,35.69966772,-79.17533657,06/11/2013,train,11,4,1,1743
lhgg,47.75954,-99.93071,21/08/2017,train,8,1,3,206258.7
lhhf,40.77949407,-85.63747222,02/08/2016,train,8,1,3,296178
lhhh,36.028,-78.716,22/04/2014,train,4,4,1,14301
lhko,35.66203456,-79.2452361,04/09/2019,train,9,4,1,438
lhkr,35.64151464,-79.28334963,28/04/2021,train,4,4,3,171127
lhml,35.90704055,-79.13420444,10/06/2020,train,6,4,1,8714
lhor,36.055,-78.763,13/04/2016,train,4,4,3,187866
lhpx,37.4419,-121.003,14/06/2016,train,6,3,4,2787329
lhql,35.68997998,-79.19333051,22/08/2019,train,8,4,1,8714
lhst,35.88374805,-78.94778304,17/05/2017,train,5,4,1,11618
lhti,35.66435004,-79.24093535,11/07/2018,train,7,4,1,12131
lhtn,36.13,-79.06811446,18/05/2021,train,5,4,1,6354
lhtr,38.0739,-121.212,14/03/2018,train,3,3,4,4386270.5
lhtw,35.8986863,-79.0673413,20/09/2016,train,9,4,1,3873
lhtx,35.76,-79.08047293,13/05/2020,train,5,4,2,20332
lhvv,37.6031,-121.132,18/03/2015,train,3,3,4,2197860
lhwm,37.6423,-97.73838,16/06/2017,train,6,1,4,3846200
lhwq,35.62631765,-79.31157638,06/04/2016,train,4,4,1,8766
lhww,41.843527,-78.957332,09/06/2016,train,6,2,1,300.6666667
lhxa,40.22953,-77.28103,28/06/2021,train,6,2,2,97600
lhzp,35.79,-79.03469715,19/11/2020,train,11,4,1,3319
lhzu,35.794,-79.01087001,10/09/2014,train,9,4,1,4647
licp,35.6733458,-79.22422669,24/05/2021,train,5,4,1,10562
licr,37.74668,-97.77936,16/07/2013,train,7,1,1,3276
lidr,35.88651209,-78.96990505,18/10/2018,train,10,4,1,3169
lidw,35.88054921,-78.92218117,12/10/2015,train,10,4,3,304978
lieh,36.04,-79.08882726,15/08/2018,train,8,4,3,135553
liei,37.66,-120.875,14/02/2017,train,2,3,4,5750744
lihh,37.3772,-121.058,10/02/2014,train,2,3,4,5245000
liil,41.512172,-73.476168,09/06/2015,train,6,2,3,473428.8
lint,35.90433862,-79.11257955,16/05/2019,train,5,4,2,48057
liod,35.71462518,-79.14755473,31/08/2016,train,8,4,1,2420
lior,35.68667976,-79.19946031,12/10/2021,train,10,4,1,5809
lirt,35.88573568,-78.963691,09/05/2018,train,5,4,1,581
lisu,35.8933135,-79.02434009,02/12/2021,train,12,4,2,38122
lita,39.74693889,-87.07598056,25/07/2017,train,7,1,4,2002552
litq,37.4125,-120.759,14/07/2020,train,7,3,4,1689888.5
litx,35.69823053,-79.178006,25/08/2014,train,8,4,1,1936
livd,36.706111,-106.234444,14/07/2014,train,7,3,2,38206.84898
live,36.01,-78.96120538,30/07/2018,train,7,4,2,40250
livx,35.9119475,-79.17347721,18/09/2013,train,9,4,1,1791
liws,35.68324646,-79.20583729,12/11/2015,train,11,4,1,2641
liyc,39.79219,-99.97105,07/07/2014,train,7,1,2,59346
ljah,35.70706661,-79.16159395,31/08/2016,train,8,4,1,17427
ljax,35.86337488,-78.78472646,22/09/2014,train,9,4,1,5083
ljbp,35.68593455,-79.20084446,08/10/2014,train,10,4,1,1660
ljce,40.09025,-76.87212,08/11/2018,train,11,2,3,114267
ljeo,40.77949407,-85.63747222,30/08/2021,train,8,1,3,705721
ljfg,35.90772379,-79.1396728,24/09/2020,train,9,4,3,309819
ljir,35.87812679,-78.90279334,24/03/2015,train,3,4,1,9349
ljja,38.1602,-121.206,18/11/2014,train,11,3,4,1302365
ljji,35.8823505,-78.93659776,20/09/2016,train,9,4,3,274117
ljjr,35.87576649,-78.88390264,24/05/2021,train,5,4,2,28216
ljkb,41.31597,-75.20759,15/04/2019,train,4,2,1,0
ljkq,36.13,-79.06880653,10/08/2021,train,8,4,3,133428
ljlb,41.70986917,-85.0363,18/05/2020,train,5,1,1,1308
ljle,39.3992,-99.42481,06/07/2015,train,7,1,3,171675
ljlt,37.4419,-121.003,13/10/2015,train,10,3,4,1204670
ljmq,35.43,-79.08620726,09/09/2021,train,9,4,3,104887
ljmw,38.307,-121.794,18/10/2016,train,10,3,4,2373899.998
ljng,35.72018765,-79.13722304,15/08/2019,train,8,4,1,1670
ljoi,36.16,-79.0985163,21/07/2020,train,7,4,3,129385
ljol,35.6588408,-79.25116817,12/07/2021,train,7,4,2,30098
ljpp,38.0455,-121.469,20/04/2021,train,4,3,4,2096951
ljqg,35.63816119,-79.2895783,10/06/2015,train,6,4,1,8714
ljqr,35.8746795,-78.87520298,24/09/2020,train,9,4,1,1815
ljsm,38.76050002,-75.20283333,09/08/2017,train,8,4,3,107100
ljtk,37.5582,-121.164,10/10/2017,train,10,3,4,4312500
ljts,35.79,-79.02678772,09/08/2018,train,8,4,1,13797
ljtt,35.68,-79.10954006,13/07/2021,train,7,4,1,8714
ljvg,35.66099659,-79.24716402,11/03/2020,train,3,4,1,1127
ljvz,35.87107693,-78.8463698,09/08/2018,train,8,4,1,5083
ljxc,35.709595,-79.15689773,24/08/2016,train,8,4,1,924
lkao,37.9495,-121.182,05/02/2019,train,2,3,4,4510017.5
lkbb,35.88474186,-78.95573702,20/09/2017,train,9,4,1,3873
lkhq,35.87151172,-78.84984967,06/12/2018,train,12,4,1,290
lkhs,37.66,-120.875,10/02/2015,train,2,3,4,6245732
lkkf,35.794,-79.01452812,07/07/2015,train,7,4,1,1936
lkmy,35.91306554,-79.18242544,19/05/2014,train,5,4,1,5446
lknr,35.74686,-79.07918765,17/09/2015,train,9,4,1,877
lkob,36.045,-79.09228763,28/08/2013,train,8,4,1,3131
lkph,35.86986572,-78.83667589,15/11/2017,train,11,4,1,968
lkpy,35.6934665,-79.18685467,21/03/2017,train,3,4,2,26475
lkqs,38.0609,-121.209,17/05/2016,train,5,3,4,3236726
lktq,35.51,-79.04196393,21/09/2021,train,9,4,3,236721
lkug,35.91520845,-79.19957621,27/01/2015,train,1,4,1,13434
lkur,37.1145,-120.89,08/07/2014,train,7,3,4,6980000
lkvd,44.74,-82.06,06/08/2013,train,8,1,1,912.2674045
lkvr,45.178333,-86.375,17/04/2015,train,4,1,1,622.8026135
lkvs,39.80049,-77.19248,10/09/2020,train,9,2,3,234000
lkxc,35.88763013,-78.97885327,10/04/2019,train,4,4,1,9682
lkxt,35.98,-78.81007977,01/07/2019,train,7,4,1,4175
lkyy,37.2141,-120.561,12/11/2014,train,11,3,4,4575147.5
llav,38.318,-121.652,17/09/2019,train,9,3,4,2003340
llcy,35.70485759,-79.16569696,13/08/2014,train,8,4,1,871
lldb,36.6519,-120.632,03/02/2019,train,2,3,4,1940639
llig,35.64433579,-79.27810964,22/08/2019,train,8,4,1,2541
llih,38.307,-121.794,13/07/2016,train,7,3,4,1591566.665
lliu,34.60056,-92.50011,14/09/2017,train,9,4,2,79350
llju,35.88517666,-78.95921689,21/02/2018,train,2,4,1,2905
llkk,38.43742,-97.16167,07/06/2021,train,6,1,3,262775
lllb,36.23742,-106.42957,13/08/2020,train,8,3,1,77.00246809
llly,36.16,-79.09945555,23/06/2020,train,6,4,2,72614
llmm,37.5582,-121.164,12/07/2016,train,7,3,4,6890000
llpe,44.736667,-86.721667,19/04/2014,train,4,1,1,352.5244813
llqa,41.5726,-75.70775,24/06/2021,train,6,2,2,43267
llqs,36.03,-78.68952727,13/10/2020,train,10,4,2,21784
llsi,35.88185359,-78.93262077,21/06/2016,train,6,4,2,81328
llsw,37.4806,-121.031,17/01/2020,train,1,3,4,1465190
llvc,37.7857,-122.224,09/01/2018,train,1,3,4,5382500
llws,35.837,-79.001,24/03/2015,train,3,4,2,32139
llyv,35.65953278,-79.24988288,17/03/2021,train,3,4,2,78704
llzx,37.1366,-120.762,10/08/2021,train,8,3,4,6880000
lmap,35.90309635,-79.10263708,18/10/2018,train,10,4,1,16247
lmbf,35.62476,-78.71413489,10/08/2016,train,8,4,2,38727
lmbr,41.31063,-75.04572,26/08/2020,train,8,2,1,5067
lmcu,35.88697794,-78.97363347,06/12/2018,train,12,4,1,18771
lmef,38.927118,-80.497177,23/09/2020,train,9,4,1,1039.539007
lmhh,37.4053,-121.023,05/12/2019,train,12,3,4,5732500
lmhv,35.79,-79.03163225,03/02/2020,train,2,4,1,10892
lmjd,37.61429993,-97.62981051,25/07/2016,train,7,1,3,432180
lmmz,35.742,-79.21647841,24/09/2015,train,9,4,3,215421
lmpf,40.63115,-89.74544,12/07/2017,train,7,1,2,34600
lmqm,35.65633902,-79.25581495,18/09/2013,train,9,4,1,3569
lmsz,35.89200912,-79.0139005,24/05/2021,train,5,4,1,4938
lmui,35.67991963,-79.21201652,21/08/2017,train,8,4,1,3389
lmur,38.2996,-121.383,15/04/2014,train,4,3,4,5315000
lmux,35.976,-78.71960325,12/11/2013,train,11,4,2,23236
lmxc,35.90172986,-79.09170036,21/02/2018,train,2,4,1,894
lmxf,38.4142,-121.521,10/08/2021,train,8,3,4,4150000
lmyd,36.13,-79.11211062,13/06/2019,train,6,4,1,6971
lmze,35.91396618,-79.18963373,22/07/2014,train,7,4,3,277022
lmzm,37.515,-121.012,09/07/2013,train,7,3,4,3197648
lmzz,35.89204018,-79.01414906,24/05/2021,train,5,4,1,15975
lnap,36.16,-79.10019706,24/08/2020,train,8,4,2,73340
lnau,38.72020003,-75.08008333,18/07/2018,train,7,4,3,269649.9939
lncc,35.794,-79.00874435,19/05/2014,train,5,4,1,447
lnfr,37.9792,-121.57,28/01/2014,train,1,3,4,3275804
lnfz,44.1,-82.116667,07/08/2013,train,8,1,1,408.6503127
lngb,35.976,-78.74495656,16/07/2015,train,7,4,1,7644
lnjm,35.90058076,-79.08250357,21/06/2017,train,6,4,1,13203
lnlf,35.69883,-79.08199,08/10/2014,train,10,4,3,421524
lnlv,35.742,-79.21796978,12/10/2015,train,10,4,1,7745
lnmx,37.5477,-121.085,13/07/2021,train,7,3,3,436136
lnnk,35.65,-78.68679309,11/08/2021,train,8,4,1,19364
lnnz,38.5348,-121.519,12/02/2020,train,2,3,4,1915340
lnpc,40.090275,-76.873132,20/06/2018,train,6,2,2,49333
lnpk,35.60595,-78.99500979,05/10/2016,train,10,4,2,29046
lnqo,37.6399,-121.78,09/05/2017,train,5,3,4,4840000
lnth,37.2486,-120.851,08/01/2013,train,1,3,4,4732500
lnug,35.59,-78.94703735,01/09/2019,train,9,4,3,164667
lnuo,45.12767,-116.0224,11/07/2017,train,7,3,2,24026
lnuw,37.4542,-120.608,10/07/2018,train,7,3,4,3643788.5
lnvp,35.63824103,-79.28943,10/06/2015,train,6,4,1,871
lnwa,37.66,-120.875,15/12/2015,train,12,3,4,3295343
lnxb,41.992305,-78.929219,21/09/2015,train,9,2,1,6500.446927
lnzm,35.63265195,-79.29981112,09/05/2016,train,5,4,3,219138
lobx,38.0455,-121.469,19/04/2016,train,4,3,4,1654067
loex,42.027378,-78.967089,10/09/2015,train,9,2,2,20910
lohi,37.4583,-120.967,09/04/2018,train,4,3,4,4399296.5
loib,35.63874671,-79.28849075,24/03/2015,train,3,4,2,33039
loiv,35.69586182,-79.18240562,12/10/2015,train,10,4,2,23236
loja,35.61,-79.00072672,13/07/2021,train,7,4,1,19364
lojj,35.51,-79.09386952,27/10/2017,train,10,4,2,58091
lojo,35.71914967,-79.13915096,11/06/2018,train,6,4,1,3667
lolm,35.88641892,-78.96915936,09/08/2018,train,8,4,3,466907
lonc,36.13,-79.0684605,23/06/2021,train,6,4,1,5083
lone,37.3609,-120.549,15/12/2015,train,12,3,4,4532813
lonm,35.89707136,-79.05441608,07/12/2015,train,12,4,2,67386
lorf,35.67659279,-79.21819576,22/08/2019,train,8,4,1,2905
lose,39.1853,-121.704,20/06/2018,train,6,3,4,8195000
losh,37.5582,-121.164,13/08/2019,train,8,3,4,6017500
lotl,35.63483435,-79.29575754,06/05/2015,train,5,4,1,1158
loue,38.38889,-97.09306,05/07/2017,train,7,1,3,228690
louw,35.71215001,-79.15215208,08/06/2016,train,6,4,1,16943
lovo,38.78199034,-85.69828611,11/07/2016,train,7,1,2,60427
lowm,38.814,-86.08063972,28/07/2020,train,7,1,3,164561
lozd,35.65905372,-79.25077269,24/05/2021,train,5,4,1,145
lpaf,39.150576,-96.930349,05/09/2017,train,9,1,1,2205
lpam,35.62969772,-79.30529828,21/06/2016,train,6,4,1,3389
lpcx,37.4419,-121.003,12/01/2021,train,1,3,4,3018540.5
lpdi,35.67,-79.05021939,20/08/2020,train,8,4,1,4841
lpdl,38.77848333,-75.30981668,28/06/2017,train,6,4,1,2500
lpdo,40.70249154,-85.935575,03/08/2021,train,8,1,3,291936
lpfn,38.36472,-97.10194,23/06/2014,train,6,1,2,21105
lphr,35.63,-78.95871976,01/09/2019,train,9,4,1,8974
lphx,36.03,-78.72,17/04/2019,train,4,4,1,14921
lpib,35.70339378,-79.16841583,15/07/2019,train,7,4,2,49862
lpjd,35.69085826,-79.19169919,15/01/2019,train,1,4,1,14523
lpmt,35.7077852,-79.16025924,13/07/2016,train,7,4,1,7820
lpnl,38.1526,-121.501,16/03/2021,train,3,3,4,1491242
lpoi,35.70682707,-79.16203886,15/09/2016,train,9,4,1,1271
lpok,41.512172,-73.476168,27/07/2021,train,7,2,1,5686.2
lpor,35.976,-78.73774827,03/01/2015,train,1,4,1,81
lppa,37.8189,-121.358,16/06/2020,train,6,3,3,846455
lppb,38.76050002,-75.20283333,12/06/2019,train,6,4,2,66100
lppx,35.69748532,-79.17939015,22/04/2015,train,4,4,1,363
lpqr,37.4125,-120.759,12/08/2014,train,8,3,4,1953665
lpsy,40.15586,-74.78839,10/08/2017,train,8,2,3,127771
lpth,36.16902,-79.05486618,20/08/2015,train,8,4,1,4070
lpto,35.70230258,-79.17044262,12/11/2015,train,11,4,1,1234
lpwp,35.573,-78.93585207,22/07/2013,train,7,4,2,51959
lpwr,35.61133,-78.9793504,27/07/2016,train,7,4,2,60512
lpyy,35.85734989,-78.73650546,29/08/2019,train,8,4,1,7152
lpzv,35.65186775,-79.26411985,09/09/2015,train,9,4,1,947
lqag,37.8208,-121.5,15/04/2014,train,4,3,3,888789.5
lqce,35.65229359,-79.2633289,23/07/2015,train,7,4,1,1089
lqcv,36.17,-79.07147596,31/05/2018,train,5,4,2,20320
lqcw,35.794,-79.004,21/08/2013,train,8,4,3,313449
lqfj,37.4125,-120.759,08/07/2014,train,7,3,3,377519
lqgb,35.68836,-78.69574131,10/08/2016,train,8,4,1,581
lqhc,42.027378,-78.967089,14/08/2017,train,8,2,2,48257
lqjl,35.69844345,-79.17761053,22/07/2014,train,7,4,1,6777
lqkl,44,-82.35,21/04/2014,train,4,1,1,72.96045802
lqky,39.150576,-96.930349,28/08/2017,train,8,1,3,111510
lqmn,35.61133,-78.97462772,08/06/2016,train,6,4,1,15249
lqnb,35.86682217,-78.81231683,24/05/2016,train,5,4,1,5664
lqoh,35.72465891,-79.12891815,29/07/2016,train,7,4,1,4876
lqoy,35.8842139,-78.95151147,20/07/2017,train,7,4,2,88952
lqsq,35.88949353,-78.99376698,09/01/2020,train,1,4,1,1307
lqtc,37.5477,-121.085,08/05/2018,train,5,3,4,2976206
lqtg,35.64607,-78.67486212,10/08/2016,train,8,4,1,19364
lqvk,35.68836,-78.69002439,25/05/2016,train,5,4,1,2251
lqxg,43.133333,-87,02/08/2016,train,8,1,1,12525.70011
lqyc,37.4583,-120.967,08/12/2020,train,12,3,2,51869
lqzp,37.5582,-121.164,09/09/2014,train,9,3,4,6615000
lqzu,39.3092,-121.595,16/05/2018,train,5,3,4,6347500
lrab,35.62868636,-79.30717677,22/04/2015,train,4,4,2,44730
lrba,38.46625528,-85.86134389,26/06/2017,train,6,1,2,36459
lrbv,35.65,-78.68480459,15/06/2021,train,6,4,2,30982
lrca,37.6756,-121.264,15/12/2015,train,12,3,4,2715666.665
lrch,39.09447,-96.90462,26/07/2021,train,7,1,2,57593
lrcl,41.55644,-75.71394,23/08/2021,train,8,2,3,127333
lrea,35.86057978,-78.76235589,30/07/2013,train,7,4,2,20332
lree,35.87399626,-78.86973462,13/05/2020,train,5,4,1,8714
lreq,36.03,-78.72,26/07/2018,train,7,4,3,152490
lrew,35.68836,-78.70245248,15/09/2016,train,9,4,1,2033
lrid,35.69194946,-79.1896724,11/04/2018,train,4,4,1,2178
lrja,41.702596,-85.022696,17/08/2020,train,8,1,3,107014
lrjj,35.66568,-79.0481926,25/07/2015,train,7,4,1,239
lrjk,35.64292522,-79.28072963,18/05/2020,train,5,4,1,1753
lrjl,35.61133,-78.98531588,05/10/2016,train,10,4,2,72614
lrjp,38.785,-121.653,15/04/2014,train,4,3,4,6187500
lrkb,35.51,-79.09475933,19/07/2018,train,7,4,3,876554
lrla,41.843527,-78.957332,12/06/2013,train,6,2,1,865.92
lrll,41.5041708,-111.0229973,06/08/2020,train,8,3,3,504623.66
lrmx,37.3079,-120.782,11/05/2021,train,5,3,4,1771301
lrpu,35.90589145,-79.12500765,05/12/2019,train,12,4,1,4066
lrpw,35.66911407,-79.23208668,07/12/2015,train,12,4,2,47199
lrsk,35.7074126,-79.16095131,24/08/2016,train,8,4,1,363
lrtc,35.6354731,-79.29457112,15/11/2017,train,11,4,1,3248
lrtw,35.72548397,-79.1273857,06/07/2017,train,7,4,1,5126
lruv,35.90974248,-79.15582932,08/11/2021,train,11,4,1,12344
lrvc,35.66967297,-79.23104857,09/09/2015,train,9,4,2,23792
lrwh,35.6901929,-79.19293504,11/06/2019,train,6,4,1,654
lrxi,37.4419,-121.003,12/05/2020,train,5,3,4,1491242
lrxk,35.91154376,-79.17024591,07/08/2013,train,8,4,1,17427
lrye,35.66820917,-79.23376743,21/06/2016,train,6,4,1,2420
lsap,35.72048,-79.07785294,14/10/2015,train,10,4,1,157
lsbf,37.9792,-121.57,02/12/2019,train,12,3,4,2715686
lsca,39.21067,-96.97298,24/07/2017,train,7,1,3,234990
lsed,35.86325065,-78.78373221,10/09/2014,train,9,4,3,430358
lsfb,35.8718844,-78.85283241,26/03/2019,train,3,4,1,3522
lsfe,37.9286,-121.561,20/02/2018,train,2,3,4,1533576.5
lsgm,35.68226172,-79.20766634,21/06/2016,train,6,4,2,29046
lshe,35.228,-79.12516117,17/09/2019,train,9,4,2,94543
lshu,35.976,-78.72681155,12/05/2014,train,5,4,1,8946
lsjq,35.65671162,-79.25512288,07/08/2013,train,8,4,1,508
lsjy,44,-82.35,17/04/2019,train,4,1,1,683.3058566
lskw,41.75458,-75.20269,14/08/2019,train,8,2,2,26400
lsma,39.21067,-96.97298,09/06/2014,train,6,1,3,126945
lsme,36.13,-79.11225893,01/07/2019,train,7,4,2,23236
lsni,38.2712,-121.703,05/02/2019,train,2,3,3,435340
lsqs,38.36472,-97.10194,15/06/2015,train,6,1,2,40005
lsti,35.70892963,-79.15813358,18/05/2021,train,5,4,1,1779
lstx,35.74755,-79.08032463,17/09/2015,train,9,4,1,219
lswr,35.72181114,-79.13420757,07/05/2018,train,5,4,1,3776
lsxm,38.9353,-121.408,20/02/2018,train,2,3,4,5217500
lsyl,42.056766,-78.879216,11/06/2014,train,6,2,1,66.32352941
lszg,35.98,-78.76782425,18/01/2017,train,1,4,2,24205
ltai,37.8189,-121.358,19/12/2014,train,12,3,4,3073901
ltdu,41.5161,-123.9992,25/07/2018,train,7,3,1,2650
ltgp,35.742,-79.23785473,18/10/2016,train,10,4,2,21784
ltgq,37.5368,-121.049,12/05/2015,train,5,3,4,4796589.5
ltix,40.08452,-75.7261,11/07/2019,train,7,2,1,933
ltiz,38.1156,-121.494,18/05/2021,train,5,3,4,3829409
ltju,37.2583,-120.475,14/04/2021,train,4,3,4,4659816.5
ltlm,38.2361,-121.419,17/08/2016,train,8,3,4,1680760.165
ltme,35.69570214,-79.18270222,07/12/2015,train,12,4,1,1848
ltmn,35.68225,-79.07802,20/05/2015,train,5,4,2,28210
ltnn,37.5582,-121.164,10/03/2020,train,3,3,4,6645000
ltop,35.66948667,-79.23139461,24/09/2015,train,9,4,1,581
ltov,35.65053702,-79.26659154,24/05/2016,train,5,4,2,30982
ltow,37.3725,-120.923,08/04/2014,train,4,3,3,318902
ltpb,36.106,-78.89931348,29/07/2013,train,7,4,3,117635
ltpu,35.71994811,-79.13766795,24/06/2013,train,6,4,1,3389
ltqa,42.88173,-76.39667,10/09/2017,train,9,2,2,35854
ltqk,37.6106,-121.229,14/05/2013,train,5,3,4,7132500
ltrt,41.74356,-75.24786,16/04/2019,train,4,2,1,0
ltry,42.027378,-78.967089,01/09/2015,train,9,2,1,19323.86861
ltum,37.9893,-121.463,07/03/2016,train,3,3,4,1842944
ltvs,38.307,-121.794,20/11/2019,train,11,3,5,10090000
ltwy,37.6003,-121.224,19/03/2021,train,3,3,4,7455000
luax,43.44189313,-82.51057551,11/08/2017,train,8,1,1,783.6384677
ludi,35.71281538,-79.15091623,13/07/2021,train,7,4,1,2152
lugc,35.87859264,-78.90652177,20/05/2015,train,5,4,1,792
lugm,35.64899336,-79.26945871,14/02/2017,train,2,4,2,30262
lugz,36.106,-78.89831923,19/06/2013,train,6,4,2,45643
luha,35.65657855,-79.25537005,21/08/2013,train,8,4,1,182
luhb,35.66533478,-79.2391063,18/10/2017,train,10,4,1,7624
luhn,35.435,-78.87992565,12/08/2014,train,8,4,2,35404
luio,35.66243378,-79.24449459,02/07/2019,train,7,4,2,80768
luju,39.90136,-75.17844,05/12/2017,train,12,2,1,0
lukl,39.09447,-96.90462,17/10/2016,train,10,1,3,121905
lumd,35.72165145,-79.13450418,17/07/2013,train,7,4,1,4586
lume,36.04,-79.08971707,15/08/2018,train,8,4,3,136179
luml,35.65333156,-79.26140098,24/03/2015,train,3,4,1,598
luna,40.20897,-76.316,07/04/2021,train,4,2,1,0
lupe,37.515,-121.012,07/01/2019,train,1,3,4,1120001
lupz,35.88818915,-78.98332739,02/07/2019,train,7,4,2,65498
luuy,39.08555,-96.94028,02/06/2014,train,6,1,2,37800
luvf,40.11461,-75.85968,02/10/2018,train,10,2,2,32667
luwb,35.88,-79.12422193,17/09/2019,train,9,4,1,9440
luwk,35.71797863,-79.14132605,11/06/2018,train,6,4,1,1044
luxd,35.91415252,-79.1911251,25/08/2014,train,8,4,1,3873
luxh,35.89076686,-79.00395802,13/08/2020,train,8,4,1,18153
luxs,37.5138,-121.16,10/03/2020,train,3,3,4,6327500
luys,39.3992,-99.42481,20/06/2016,train,6,1,1,4095
luyw,35.487,-79.06134202,26/05/2016,train,5,4,1,1220
luzg,37.2141,-120.561,08/07/2014,train,7,3,4,1859226.5
luzm,35.69021951,-79.19288561,11/06/2019,train,6,4,4,1707879
luzn,35.67731139,-79.21686104,10/04/2019,train,4,4,2,62085
lvab,37.3609,-120.549,09/12/2016,train,12,3,4,1364238.5
lvbv,35.88769225,-78.9793504,16/05/2019,train,5,4,1,14127
lvey,35.68423121,-79.20400823,07/07/2015,train,7,4,2,21784
lvhj,37.4419,-121.003,07/01/2016,train,1,3,3,986484.5
lvho,35.88095295,-78.92541247,27/01/2016,train,1,4,1,436
lvia,38.2361,-121.419,15/06/2016,train,6,3,4,2591959.998
lvjt,36.03,-78.70294961,21/09/2021,train,9,4,1,4357
lvkh,37.2953,-120.85,11/08/2020,train,8,3,4,4785000
lvna,35.71726003,-79.14266077,01/09/2019,train,9,4,1,7080
lvnq,38.64074999,-75.59668999,09/07/2019,train,7,4,1,1500
lvoa,37.4806,-121.031,09/07/2013,train,7,3,4,4878002
lvpl,41.33056393,-85.38360833,03/08/2020,train,8,1,3,225331
lvpv,35.90856232,-79.14638397,28/04/2021,train,4,4,1,3268
lvqv,36.0397,-106.8478,31/07/2013,train,7,3,1,8885.952034
lvqw,44.09,-86.766667,06/08/2017,train,8,1,1,8214.89291
lvrv,35.60595,-78.9878015,11/05/2016,train,5,4,1,8606
lvso,35.91393513,-79.18938517,22/07/2014,train,7,4,1,11618
lvte,36.17,-79.07162427,28/06/2018,train,6,4,2,58541
lvtf,35.764,-79.10721667,07/06/2016,train,6,4,2,36428
lvtt,39.21067,-96.97298,05/10/2015,train,10,1,5,804667500
lvuj,37.26911,-95.45829,08/05/2018,train,5,1,2,76091
lvuq,35.62476,-78.70468954,11/05/2016,train,5,4,3,121023
lvvi,34.00515,-89.76398,21/08/2017,train,8,4,2,33664.9
lvws,35.65080316,-79.2660972,06/04/2016,train,4,4,1,6989
lvzn,37.61429993,-97.62981051,13/08/2018,train,8,1,4,1225350
lwao,36.714,-106.583,16/07/2014,train,7,3,2,87503.73395
lwav,35.90412122,-79.11083962,10/04/2019,train,4,4,1,3050
lwax,38.2996,-121.383,25/09/2019,train,9,3,4,5865000
lwbh,36.13,-79.11067704,27/05/2020,train,5,4,1,10251
lwgx,35.9121649,-79.17521714,17/10/2013,train,10,4,2,29336
lwht,35.34,-79.04606694,20/07/2021,train,7,4,1,2561
lwie,35.65870772,-79.25141533,05/08/2021,train,8,4,1,9258
lwjc,37.515,-121.012,08/01/2013,train,1,3,4,1054871
lwjg,35.87952434,-78.91397863,23/07/2015,train,7,4,2,29046
lwkb,35.62476,-78.70816941,08/06/2016,train,6,4,2,40664
lwkn,37.9674,-121.464,17/07/2018,train,7,3,4,1093949
lwku,37.4125,-120.759,10/08/2021,train,8,3,4,4392783.5
lwkx,35.79,-79.02698546,09/08/2018,train,8,4,3,116908
lwln,37.3133,-120.892,13/07/2021,train,7,3,4,3112979
lwlt,36.172,-79.0509609,05/06/2013,train,6,4,1,9004
lwoj,38.76050002,-75.20283333,09/05/2018,train,5,4,1,16899.99962
lwpq,35.91051889,-79.16204336,01/05/2013,train,5,4,1,1210
lwpx,37.4918,-120.684,12/02/2013,train,2,3,3,644552
lwqi,35.72370078,-79.13069777,19/06/2013,train,6,4,2,22656
lwrn,35.74,-79.07879218,18/09/2017,train,9,4,1,18190
lwsk,37.66,-120.875,09/06/2015,train,6,3,4,5200395.5
lwtd,35.62836698,-79.30776997,06/05/2015,train,5,4,3,411963
lwut,35.68,-79.10840308,13/07/2017,train,7,4,2,29530
lwzf,37.4419,-121.003,08/04/2014,train,4,3,4,1028819
lxay,38.1156,-121.494,16/05/2017,train,5,3,4,3305112.5
lxba,35.61133,-78.98158745,24/08/2016,train,8,4,3,199253
lxbn,35.68836,-78.69897262,31/08/2016,train,8,4,1,9004
lxdj,36.04,-79.08843179,04/06/2018,train,6,4,3,109569
lxdv,39.21155,-97.00559,31/08/2015,train,8,1,3,247275
lxep,38.76866665,-75.31788333,23/08/2016,train,8,4,2,20750
lxhv,35.63629816,-79.29303867,09/05/2016,train,5,4,1,4651
lxic,35.98,-78.80684847,29/05/2019,train,5,4,1,7922
lxit,35.66823578,-79.233718,21/06/2016,train,6,4,1,5567
